item_desc|corp_item_brand_name|pim_item_class_desc|pim_item_sub_class_desc|state|flavor|pim_tasting_notes
TX STRAIGHT BOURBON(LIQ BU#1239)90|TX|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||Our straight bourbon is uniquely and distinctly Texan because it highlights the impact of Texas terroir.
TX STRAIGHT BOURBON(GOODY 1)90|TX|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||Our straight bourbon is uniquely and distinctly Texan because it highlights the impact of Texas terroir.
TX STRAIGHT BOURBON(TWM #535)90|TX|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||Our straight bourbon is uniquely and distinctly Texan because it highlights the impact of Texas terroir.
TX BBN BARREL PROOF 127.2|TX|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||Uncut and unfiltered so that you can experience the flavors of our Texas ingredients, barrel aged in their purest form: brown sugar, cinnamon, dried fig, caramelized peaches, maple syrup.
TX STRAIGHT BOURBON(LIQ BUENO1403)|TX|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||Our straight bourbon is uniquely and distinctly Texan because it highlights the impact of Texas terroir.
TX STRAIGHT BOURBON(SPECS#1318)90|TX|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||Our straight bourbon is uniquely and distinctly Texan because it highlights the impact of Texas terroir.
TX STRAIGHT BOURBON(TW#1308)90|TX|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||Our straight bourbon is uniquely and distinctly Texan because it highlights the impact of Texas terroir.
TX STRAIGHT BOURBON SHERRY FI101.6|TX|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||Uncut and unfiltered so that you can experience the flavors of our Texas ingredients, barrel aged in their purest form: brown sugar, cinnamon, dried fig, caramelized peaches, maple syrup.
TX STRAIGHT BOURBON(GOODY 2)90|TX|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||Our straight bourbon is uniquely and distinctly Texan because it highlights the impact of Texas terroir.
TX STRAIGHT BOURBON(TWM 507)90|TX|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||Our straight bourbon is uniquely and distinctly Texan because it highlights the impact of Texas terroir.
TX STRAIGHT BOURBON(HAKEMY#1617)90|TX|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||Our straight bourbon is uniquely and distinctly Texan because it highlights the impact of Texas terroir.
TX STRAIGHT BOURBON BIB(ALAMOCITY)|TX|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||
TX STRAIGHT BOURBON(TWM#1634)90|TX|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||Our straight bourbon is uniquely and distinctly Texan because it highlights the impact of Texas terroir.
TX STRAIGHT BOURBON PORT FIN 101.6|TX|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||Uncut and unfiltered so that you can experience the flavors of our Texas ingredients, barrel aged in their purest form: brown sugar, cinnamon, dried fig, caramelized peaches, maple syrup.
TX STRAIGHT BOURBON(TWM 511)90|TX|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||Our straight bourbon is uniquely and distinctly Texan because it highlights the impact of Texas terroir.
TX BBN BARREL PROOF 118.8|TX|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||Uncut and unfiltered so that you can experience the flavors of our Texas ingredients, barrel aged in their purest form: brown sugar, cinnamon, dried fig, caramelized peaches, maple syrup.
TX STRAIGHT BOURBON(TWM 513)90|TX|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||Our straight bourbon is uniquely and distinctly Texan because it highlights the impact of Texas terroir.
TX STRAIGHT BOURBON(SPECS#1371)|TX|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||Our straight bourbon is uniquely and distinctly Texan because it highlights the impact of Texas terroir.
TX STRAIGHT BOURBON(SPECS#1310)90|TX|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||Our straight bourbon is uniquely and distinctly Texan because it highlights the impact of Texas terroir.
TX BBN BARREL PROOF 127.4|TX|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||Uncut and unfiltered so that you can experience the flavors of our Texas ingredients, barrel aged in their purest form: brown sugar, cinnamon, dried fig, caramelized peaches, maple syrup.
TX STRAIGHT BOURBON(TWM#1694)90|TX|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||Our straight bourbon is uniquely and distinctly Texan because it highlights the impact of Texas terroir.
TX STRAIGHT BOURBON(GOODY)100|TX|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||
TX STRAIGHT BOURBON(GOODY 5)90|TX|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||Our straight bourbon is uniquely and distinctly Texan because it highlights the impact of Texas terroir.
TX STRAIGHT BOURBON BIB(WBPS#9383)|TX|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||
TX STRAIGHT BOURBON(SPECS#1321)90|TX|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||Our straight bourbon is uniquely and distinctly Texan because it highlights the impact of Texas terroir.
TX STRAIGHT BOURBON(TWM#1643)90|TX|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||Our straight bourbon is uniquely and distinctly Texan because it highlights the impact of Texas terroir.
TX STRAIGHT BOURBON(SPECS#1362)90|TX|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||Our straight bourbon is uniquely and distinctly Texan because it highlights the impact of Texas terroir.
TX STRAIGHT BOURBON 90 LTD ED HOLI|TX|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||Our straight bourbon is uniquely and distinctly Texan because it highlights the impact of Texas terroir.
TX STRAIGHT BOURBON(TW#1330)90|TX|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||Our straight bourbon is uniquely and distinctly Texan because it highlights the impact of Texas terroir.
TX STRAIGHT BOURBON(SPECS#1324)90|TX|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||Our straight bourbon is uniquely and distinctly Texan because it highlights the impact of Texas terroir.
TX STRAIGHT BOURBON BIB(RESERV3766|TX|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||
TX STRAIGHT BOURBON(TW#1425)90|TX|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||Our straight bourbon is uniquely and distinctly Texan because it highlights the impact of Texas terroir.
TX STRAIGHT BOURBON(GOODY 4)90|TX|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||Our straight bourbon is uniquely and distinctly Texan because it highlights the impact of Texas terroir.
TX STRAIGHT BOURBON(WB LIQ A)90|TX|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||Our straight bourbon is uniquely and distinctly Texan because it highlights the impact of Texas terroir.
TX STRAIGHT BOURBON(SPECS#1393)|TX|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||Our straight bourbon is uniquely and distinctly Texan because it highlights the impact of Texas terroir.
TX STRAIGHT BOURBON BIB(ACE3766)|TX|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||
TX STRAIGHT BOURBON(TWM 528)90|TX|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||Our straight bourbon is uniquely and distinctly Texan because it highlights the impact of Texas terroir.
TX STRAIGHT BOURBON BIB(GOODY)100|TX|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||
TX STRAIGHT BOURBON(SPECS#1273)90|TX|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||Our straight bourbon is uniquely and distinctly Texan because it highlights the impact of Texas terroir.
TX STRAIGHT BOURBON BIB(LNGHRN2604|TX|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||
TX STRAIGHT BBN BIB SB 100|TX|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||
TX STRAIGHT BOURBON BIB(FSLCRK2308|TX|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||
TX STRAIGHT BOURBON(TWM#1639)90|TX|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||Our straight bourbon is uniquely and distinctly Texan because it highlights the impact of Texas terroir.
TX STRAIGHT BOURBON(TW#1296)90|TX|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||Our straight bourbon is uniquely and distinctly Texan because it highlights the impact of Texas terroir.
TX STRAIGHT BOURBON BIB(SPECS)100|TX|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||
TX STRAIGHT BOURBON(HAKEMY A)90|TX|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||Our straight bourbon is uniquely and distinctly Texan because it highlights the impact of Texas terroir.
TX STRAIGHT BOURBON(HAKEMY#1635)90|TX|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||Our straight bourbon is uniquely and distinctly Texan because it highlights the impact of Texas terroir.
TX BBN BARREL PROOF 126.2|TX|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||Uncut and unfiltered so that you can experience the flavors of our Texas ingredients, barrel aged in their purest form: brown sugar, cinnamon, dried fig, caramelized peaches, maple syrup.
TX STRAIGHT BOURBON(TWM#1677)90|TX|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||Our straight bourbon is uniquely and distinctly Texan because it highlights the impact of Texas terroir.
TX BBN AST(ORIG/PORT/SHRY)6PK|TX|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||Our straight bourbon is uniquely and distinctly Texan because it highlights the impact of Texas terroir.
TX STRAIGHT BOURBON(TWM#1686)90|TX|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||Our straight bourbon is uniquely and distinctly Texan because it highlights the impact of Texas terroir.
TX STRAIGHT BOURBON(GOODY 3)90|TX|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||Our straight bourbon is uniquely and distinctly Texan because it highlights the impact of Texas terroir.
TX STRAIGHT BOURBON(WB LIQ B)90|TX|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||Our straight bourbon is uniquely and distinctly Texan because it highlights the impact of Texas terroir.
TX STRAIGHT BOURBON(SPENCS#1315)90|TX|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||Our straight bourbon is uniquely and distinctly Texan because it highlights the impact of Texas terroir.
TX STRAIGHT BOURBON BIB(FC#2779)|TX|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||
TX BBN BARREL PROOF 121.4|TX|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||
TX STRAIGHT BOURBON(TW#1389)90|TX|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||Our straight bourbon is uniquely and distinctly Texan because it highlights the impact of Texas terroir.
TX STRAIGHT BOURBON(SPECS#1386)90|TX|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||Our straight bourbon is uniquely and distinctly Texan because it highlights the impact of Texas terroir.
TY KU CITRUS LIQUEUR 34|TYKU (DAV)|LIQUEUR|FRUIT LIQUEUR|TX|CITRUS|
TY KU CITRUS LIQUEUR 40|TYKU (DAV)|LIQUEUR|FRUIT LIQUEUR|TX|CITRUS|Smooth, light and refreshing taste, Ty Ku Citrus Liqueur is delicious chilled straight, on the rocks or combined with your favorite spirit.
TY KU CITRUS LIQUEUR W/BAMBOO CSTR|TYKU (DAV)|LIQUEUR|FRUIT LIQUEUR|TX||
TY KU LIQUEUR 40|TYKU (DAV)|LIQUEUR|FRUIT LIQUEUR|TX|CITRUS|Smooth, light and refreshing taste, Ty Ku Citrus Liqueur is delicious chilled straight, on the rocks or combined with your favorite spirit.
TY KU LIQUEUR 40|TYKU (DAV)|LIQUEUR|FRUIT LIQUEUR|TX|CITRUS|
TY KU CITRUS LIQUEUR 34 6/10PK|TYKU (DAV)|LIQUEUR|LIQUEUR-OTHER|TX||
TY KU ASIAN CTRUS LIQ34 6/12|TYKU (DAV)|LIQUEUR|LIQUEUR-OTHER|TX||
TY KU ASIAN COL(SAKE GB/LQ/SOJ)3PK|TYKU (DAV)|MIXED PACKAGE-SPIRITS|MIXED PACKAGE-ASSORTED SPIRITS|TX|MIXED PACKAGE|
TY KU SOJU 48|TYKU (DAV)|SHOCHU|SOJU|TX||Ty Ku Soju has a smooth taste from start to finish, unlike vodka which demands extra flavors and sugars to mask its harsh taste. Ty Ku Soju is best sipped chilled and is specially crafted to be a flavor catalyst so it absorbs the flavor of fruits and mixers. Create your favorite vodka cocktails with half the calories and double the flavor.
TY KU SOJU 48 W/CITRUS SQUEEZER|TYKU (DAV)|SHOCHU|SOJU|TX||Ty Ku Soju has a smooth taste from start to finish, unlike vodka which demands extra flavors and sugars to mask its harsh taste. Ty Ku Soju is best sipped chilled and is specially crafted to be a flavor catalyst so it absorbs the flavor of fruits and mixers.
TY KU SOJU 40 6/10PK|TYKU (DAV)|SHOCHU|SOJU|TX||Ty Ku Soju has a smooth taste from start to finish, unlike vodka which demands extra flavors and sugars to mask its harsh taste. Ty Ku Soju is best sipped chilled and is specially crafted to be a flavor catalyst so it absorbs the flavor of fruits and mixers. Create your favorite vodka cocktails with half the calories and double the flavor.
TY KU SOJU 40 W/CITRUS SQUEEZER|TYKU (DAV)|SHOCHU|SOJU|TX||
TY KU SOJU 48|TYKU (DAV)|SHOCHU|SOJU|TX||
TY KU PREM SOJU LIQ 40 6/12|TYKU (DAV)|SHOCHU|SOJU|TX||
TY KU SOJU 40|TYKU (DAV)|SHOCHU|SOJU|TX||Ty Ku Soju has a smooth taste from start to finish, unlike vodka which demands extra flavors and sugars to mask its harsh taste. Ty Ku Soju is best sipped chilled and is specially crafted to be a flavor catalyst so it absorbs the flavor of fruits and mixers. Create your favorite vodka cocktails with half the calories and double the flavor.
UISCE BEATHA REAL IRISH WHISKEY 80|UISCE BEATHA|WHISKEY-IRISH|BLENDED IRISH WHISKEY|TX||
ULTIMAT VODKA BLACK CHERRY 80|ULTIMAT|VODKA|FLAVORED VODKA|TX|CHERRY|
ULTIMAT VODKA 80 10/6PK|ULTIMAT|VODKA|VODKA|TX||This vodka is slightly sweet and presents a fragrant bouquet of grains and potato, but a hint of black pepper
ULTIMAT VODKA 80|ULTIMAT|VODKA|VODKA|TX||This vodka is slightly sweet and presents a fragrant bouquet of grains and potato, but a hint of black pepper
UNBENDT BOTTLE IN BOND MALT 100|UNBENDT|WHISKEY-AMERICAN|MALT WHISKEY|TX||
UNBENDT BBN UNBLENDED BIB 100|UNBENDT|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||
UNBENDT RYE WSKY UNBLENDED BIB 100|UNBENDT|WHISKEY-AMERICAN|STRAIGHT RYE WHISKEY|TX||
UNBENDT BOTTLE IN BOND WHEAT 100|UNBENDT|WHISKEY-AMERICAN|WHEAT WHISKEY|TX||
UNCLE BOBS ROOT BEER WSKY PET 10PK|UNCLE BOB'S|WHISKEY-AMERICAN|FLAVORED WHISKEY-AMERICAN|TX|ROOT BEER|
UNCLE BOBS ROOT BEER WHISKEY 70|UNCLE BOB'S|WHISKEY-AMERICAN|FLAVORED WHISKEY-AMERICAN|TX|ROOT BEER|
UNCLE DICKS PEACH MARG 19.9|UNCLE DICK'S|COCKTAILS|MARGARITA|TX|PEACH|
UNCLE DICKS STRAWBERRY MARG CKTL30|UNCLE DICK'S|COCKTAILS|MARGARITA|TX|STRAWBERRY|
UNCLE DICKS MARGARITA CKTL 30|UNCLE DICK'S|COCKTAILS|MARGARITA|TX|CITRUS|
UNCLE VALS BOTANICAL GIN 90|UNCLE VAL'S|GIN|DRY GIN|TX|BLEND-BOTANICALS|
UNCLE VALS PEPPERED GIN 90|UNCLE VAL'S|GIN|DRY GIN|TX|BLEND-BOTANICALS|This gin shows a firm blast of black peppercorns and a hint of charred red peppers. Its bold pepper flavor has a tinge of salt on the palate, along with a pleasant tingle. Its flavor starts off as crisp, salty pepper and morphs into sour on the middle tongue with soft sweet juniper and notes of charred red peppers.
UNCLE VALS RESTORATIVE GIN 90|UNCLE VAL'S|GIN|DRY GIN|TX|BLEND-BOTANICALS|
UNCLE VALS ZESTED GIN 90|UNCLE VAL'S|GIN|FLAVORED GIN|TX|OTHER|
UNGAVA GIN 86|UNGAVA (HOT)|GIN|DRY GIN|TX|BLEND-BOTANICALS|The vibrant color comes from the post-distillation maceration of the rare botanicals, in particular, the wild rose hips and cloudberry. It reveals a style that is both lively and smooth, fresh and floral. It displays the fruity and lightly acidic notes of crowberry and wild rose hips. Labrador tea adds velvety smoothness to give length to the harmonious mix.
UNGAVA GIN 86.2|UNGAVA (HOT)|GIN|DRY GIN|TX|BLEND-BOTANICALS|The vibrant color comes from the post-distillation maceration of the rare botanicals, in particular, the wild rose hips and cloudberry. It reveals a style that is both lively and smooth, fresh and floral. It displays the fruity and lightly acidic notes of crowberry and wild rose hips. Labrador tea adds velvety smoothness to give length to the harmonious mix.
UNION FORGE VODKA 80|UNION FORGE|VODKA|VODKA|TX||
UNION ROSIES IRISH CREAM 34|UNION ROSIE'S|LIQUEUR|CREAM LIQUEUR|TX|CREAM|
UNION ROSIES STRAWBERRY CREAM 34|UNION ROSIE'S|LIQUEUR|CREAM LIQUEUR|TX|STRAWBERRY|
UNION MEZCAL UNO JOVEN 90 DS|UNION UNO (DS)|TEQUILA & AGAVE SPIRITS|MEZCAL|TX||
UNION MEZCAL EL VIEJO 90|UNION UNO (DS)|TEQUILA & AGAVE SPIRITS|MEZCAL|TX||Tasting notes of oak and cooked agave as well as notes of flowers and herbs paired with a dry and citrusy flavor
UNION MEZCAL UNO JOVEN 80 DS|UNION UNO (DS)|TEQUILA & AGAVE SPIRITS|MEZCAL|TX||Tasting notes of oak tree firewood, pear, and green apples paired with earthy, herbal citrus notes
UNION MEZCAL UNO JOVEN 80 DS|UNION UNO (DS)|TEQUILA & AGAVE SPIRITS|MEZCAL|TX||
UNION MEZCAL UNO JOVEN 80|UNION UNO (DS)|TEQUILA & AGAVE SPIRITS|MEZCAL|TX||Tasting notes of oak tree firewood, pear, and green apples paired with earthy, herbal citrus notes
UNION MEZCAL UNO JOVEN 80|UNION UNO (DS)|TEQUILA & AGAVE SPIRITS|MEZCAL|TX||
UNO POR FAVOR TEQ BLANCO 80|UNO POR FAVOR|TEQUILA & AGAVE SPIRITS|TEQUILA|TX||On the nose earth, cooked agave, some fruit dried cherries and a hint of vanilla. The flavor starts with some spice like white pepper the cook agave, creamy mouth feel, light amount of citrus lime peel, and earth for a Smooth finish.
UNO POR FAVOR TEQ BLANCO 80 8/6PK|UNO POR FAVOR|TEQUILA & AGAVE SPIRITS|TEQUILA|TX||On the nose earth, cooked agave, some fruit dried cherries and a hint of vanilla. The flavor starts with some spice like white pepper the cook agave, creamy mouth feel, light amount of citrus lime peel, and earth for a Smooth finish.
UNO POR FAVOR TEQ REP BAR SERIES80|UNO POR FAVOR|TEQUILA & AGAVE SPIRITS|TEQUILA|TX||
UNO POR FAVOR TEQ REP 80 8/6PK|UNO POR FAVOR|TEQUILA & AGAVE SPIRITS|TEQUILA|TX||Cooked agave, citrus, vanilla, caramel, spice, and oak. Taste : Agave, oak, toffee, almond, vanilla, black pepper, butter and orange flavor. This is spicy, sweet for a smooth finish.
UNO POR FAVOR TEQ REPOSADO 80|UNO POR FAVOR|TEQUILA & AGAVE SPIRITS|TEQUILA|TX||Cooked agave, citrus, vanilla, caramel, spice, and oak. Taste : Agave, oak, toffee, almond, vanilla, black pepper, butter and orange flavor. This is spicy, sweet for a smooth finish.
URSUS VODKA PUNCH 60 PET|URSUS|VODKA|FLAVORED VODKA|TX|TROPICAL|
URSUS VODKA GREEN APPLE 60 PET|URSUS|VODKA|FLAVORED VODKA|TX||
URSUS VODKA 80 PET|URSUS|VODKA|VODKA|TX||
URSUS VODKA 80|URSUS|VODKA|VODKA|TX||
USHERS SCOTCH 80|USHER'S|WHISKY-SCOTCH|BLENDED SCOTCH|TX||
USHERS SCOTCH 80 PET|USHER'S|WHISKY-SCOTCH|BLENDED SCOTCH|TX||
USQUAEBACH SCO MALT HIGH 15YR 86GB|USQUAEBACH|WHISKY-SCOTCH|BLENDED MALT SCOTCH|TX||This Scotch has an aroma of malted barley, rich earth, grilled pineapple and toffee. The palate has notes of baking spices, apple tart and vanilla bean.
USQUAEBACH SCO CASK STR 114.2 GB|USQUAEBACH|WHISKY-SCOTCH|BLENDED MALT SCOTCH|TX||
USQUAEBACH SCO OLD RARE 86|USQUAEBACH|WHISKY-SCOTCH|BLENDED MALT SCOTCH|TX||
USQUAEBACH SCOTCH RSV 86 GB|USQUAEBACH|WHISKY-SCOTCH|BLENDED SCOTCH|TX||This Scotch has an aroma of butter cookies, whole grain bread, wildflower honey and baked pear. Its palate has notes of soft peat, dried heather and crisp apple.
USQUAEBACH SCO OLD RARE 86 FLAGON|USQUAEBACH|WHISKY-SCOTCH|BLENDED SCOTCH|TX||This Scotch has an aroma of cedarwood, cracked pepper, creme brulee and pipe tobacco. Its palate has notes of coffee beans, white chocolate and pine forest.
USQUAEBACH SCO OLD RARE 86 FLAGON|USQUAEBACH|WHISKY-SCOTCH|BLENDED SCOTCH|TX||
UV CKTL BLUE RASP LEMONADE 25 PET|UV|COCKTAILS|COCKTAILS-OTHER|TX|RASPBERRY|Clear impressively layered aromas and Flavor of whipped cream, vanilla buttercream frosting, and white cake with a creamy, moderately sweet medium-to-full body and a long wedding cake and mineral finish. Delivers as promised, impressive."
UV CKTL SALTY WATERMELON 25 PET|UV|COCKTAILS|COCKTAILS-OTHER|TX||
UV CKTL PINK LEMONADE 25 PET|UV|COCKTAILS|COCKTAILS-OTHER|TX|LEMON|Life handed us fresh-from-the-orchard lemons. So naturally, we made UV Lemonade. And like Queen B herself, it's a crowd pleaser. Turn up the beats, stir in the tonic, cranberry juice or whatever and enjoy.
UV CKTL CHERRY LEMONADE 25|UV|COCKTAILS|COCKTAILS-OTHER|TX|CHERRY|Premium UV Vodka, made with pure Minnesotan water with no additives, sugar or artificial ingredients, infused with natural grape flavor. The palate of real Concord grapes makes this vodka perfect for mixing.
UV CKTL BLUE RASP BOMBSICLE 25|UV|COCKTAILS|COCKTAILS-OTHER|TX|RASPBERRY|Premium UV Vodka, made with pure Minnesotan water with no additives, sugar or artificial ingredients, infused with natural flavors including blue raspberries and lemonade in a ready to drink, cocktail form. Just chill and serve!
UV CKTL LIMEADE 25 PET|UV|COCKTAILS|COCKTAILS-OTHER|TX|LIME|
UV CKTL CHERRY LEMONADE 25 PET|UV|COCKTAILS|COCKTAILS-OTHER|TX|CHERRY|Premium UV Vodka, made with pure Minnesotan water with no additives, sugar or artificial ingredients, infused with natural grape flavor. The palate of real Concord grapes makes this vodka perfect for mixing.
UV CKTL ULTIMATE PINK LEMONADE 25|UV|COCKTAILS|COCKTAILS-OTHER|TX|LEMON|Premium UV Vodka, made with pure Minnesotan water with no additives, sugar or artificial ingredients, infused with natural grape flavor. The palate of real Concord grapes makes this vodka perfect for mixing.
UV CKTL BLUE RASP LEMONADE 25|UV|COCKTAILS|COCKTAILS-OTHER|TX|RASPBERRY|Clear impressively layered aromas and Flavor of whipped cream, vanilla buttercream frosting, and white cake with a creamy, moderately sweet medium-to-full body and a long wedding cake and mineral finish. Delivers as promised, impressive."
UV VODKA AST(BL/CKE/CHR/GRP/PLM/UV|UV|MIXED PACKAGE-SPIRITS|MIXED PACKAGE-ASSORTED SPIRITS|TX|MIXED PACKAGE|
UV VODKA PINK LEMONADE 60|UV|VODKA|FLAVORED VODKA|TX|LEMON|Life handed us fresh-from-the-orchard lemons. So naturally, we made UV Lemonade. And like Queen B herself, it's a crowd pleaser. Turn up the beats, stir in the tonic, cranberry juice or whatever and enjoy.
UV VODKA GRAPE 60 PET|UV|VODKA|FLAVORED VODKA|TX|GRAPE|Premium UV Vodka, made with pure Minnesotan water with no additives, sugar or artificial ingredients, infused with natural grape flavor. The palate of real Concord grapes makes this vodka perfect for mixing.
UV VODKA CAKE 60 6/10PK|UV|VODKA|FLAVORED VODKA|TX|CAKE|Clear impressively layered aromas and Flavor of whipped cream, vanilla buttercream frosting, and white cake with a creamy, moderately sweet medium-to-full body and a long wedding cake and mineral finish. Delivers as promised, impressive."
UV VODKA CHOCOLATE CAKE 60 6/10PK|UV|VODKA|FLAVORED VODKA|TX|CHOCOLATE|
UV VODKA GRAPE 60 PET 12/10PK|UV|VODKA|FLAVORED VODKA|TX|GRAPE|Premium UV Vodka, made with pure Minnesotan water with no additives, sugar or artificial ingredients, infused with natural grape flavor. The palate of real Concord grapes makes this vodka perfect for mixing.
